# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:39223134/3/2,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 3,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Healthy Controls,Prolonged or Persistent Diarrhea,A combination of   children whose diarrhea lasted for 7-13 days (Prolonged Diarrhea) and those whose diarrhea lasted for 14 days or longer (Persistent Diarrhea).,663,95,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 2,"Figure 4c, Supplementary table 3",11 October 2024,Cateline Ouma,"Cateline Ouma,Rahila,Peace Sandy,WikiWorks",DESeq2 analysis of differentially abundant taxa,decreased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister succinatiphilus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|g__Gemmiger|s__Gemmiger formicilis,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Leyella|s__Leyella stercorea,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__Roseburia inulinivorans,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium",1783272|1239|186801|3085636|186803|207244|649756;3379134|976|200643|171549|815|816|817;1783272|1239|909932|1843489|31977|39948|487173;1783272|1239|186801|186802|216572|216851|853;1783272|1239|186801|186802|204475|745368;3379134|976|200643|171549|171552|2974265|363265;1783272|1239|186801|3085636|186803|841|360807;3379134|976|200643|171549|815|816;1783272|201174|84998|84999|84107;1783272|1239|909932|909929|1843491|52225;1783272|1239|186801|186802|31979|1485,Complete,Peace Sandy
bsdb:39223134/4/1,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 4,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Acute Diarrhea,Prolonged or Persistent Diarrhea,Combined cases of prolonged diarrhea (7-13 days) and persistent diarrhea (≥14 days),554,95,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,decreased,NA,NA,NA,decreased,Signature 1,"Figure 4d, Supplementary Table 4",15 October 2024,Cateline Ouma,"Cateline Ouma,WikiWorks",A box plot showing differential abundance of taxa in ProPD cases versus AD cases.,increased,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,1783272|1239|91061|186826|33958|1578,Complete,Peace Sandy
bsdb:39223134/4/2,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 4,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Acute Diarrhea,Prolonged or Persistent Diarrhea,Combined cases of prolonged diarrhea (7-13 days) and persistent diarrhea (≥14 days),554,95,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,decreased,NA,NA,NA,decreased,Signature 2,"Figure 4d, Supplementary Table 4",15 October 2024,Cateline Ouma,"Cateline Ouma,Peace Sandy,WikiWorks",A box plot comparing the relative abundance of taxa in ProPD cases versus AD cases,decreased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes hadrus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides",1783272|1239|186801|3085636|186803|207244|649756;1783272|1239|186801|186802|216572|216851|853;1783272|201174|84998|84999|84107;3379134|976|200643|171549|815|816,Complete,Peace Sandy
bsdb:39266570/1/1,39266570,case-control,39266570,10.1038/s41522-024-00548-y,https://www.nature.com/articles/s41522-024-00548-y,"Chen H, Qi T, Guo S, Zhang X, Zhan M, Liu S, Yin Y, Guo Y, Zhang Y, Zhao C, Wang X , Wang H",Integrating respiratory microbiome and host immune response through machine learning for respiratory tract infection diagnosis,NPJ biofilms and microbiomes,2024,NA,Experiment 1,China,Homo sapiens,Lung,UBERON:0002048,Lower respiratory tract disease,EFO:0009433,Non-lower respiratory tract infections (LRTIs),Lower respiratory tract infections (LRTIs),Subjects who met clinical or microbiologic diagnosis criteria for lower respiratory tract infections (LRTIs).,27,41,NA,WMS,NA,Illumina,raw counts,edgeR,0.05,TRUE,NA,NA,NA,NA,decreased,decreased,decreased,NA,decreased,Signature 1,Figure 2D and Dataset S4,21 October 2024,Martha KJ,"Martha KJ,Aleru Divine,WikiWorks",Barplot of the differential ambulance of micro-species between LRTIs and Non-LRTIs plotted by R,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter,k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus fumigatus,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium striatum,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus influenzae,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella aerogenes,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella pneumoniae,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella catarrhalis,k__Fungi|p__Ascomycota|c__Pneumocystomycetes|o__Pneumocystales|f__Pneumocystaceae|g__Pneumocystis|s__Pneumocystis jirovecii,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas aeruginosa,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus pneumoniae,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Tropherymataceae|g__Tropheryma|s__Tropheryma whipplei",3379134|1224|1236|2887326|468|469;4751|4890|147545|5042|1131492|5052|746128;1783272|201174|1760|85007|1653|1716|43770;3379134|1224|1236|135625|712|724|727;3379134|1224|1236|91347|543|570|548;3379134|1224|1236|91347|543|570|573;3379134|1224|1236|2887326|468|475|480;4751|4890|147553|37987|44281|4753|42068;3379134|1224|1236|72274|135621|286|287;1783272|1239|91061|186826|1300|1301|1313;1783272|201174|1760|85006|2805591|2038|2039,Complete,Folakunmi
bsdb:39266570/1/2,39266570,case-control,39266570,10.1038/s41522-024-00548-y,https://www.nature.com/articles/s41522-024-00548-y,"Chen H, Qi T, Guo S, Zhang X, Zhan M, Liu S, Yin Y, Guo Y, Zhang Y, Zhao C, Wang X , Wang H",Integrating respiratory microbiome and host immune response through machine learning for respiratory tract infection diagnosis,NPJ biofilms and microbiomes,2024,NA,Experiment 1,China,Homo sapiens,Lung,UBERON:0002048,Lower respiratory tract disease,EFO:0009433,Non-lower respiratory tract infections (LRTIs),Lower respiratory tract infections (LRTIs),Subjects who met clinical or microbiologic diagnosis criteria for lower respiratory tract infections (LRTIs).,27,41,NA,WMS,NA,Illumina,raw counts,edgeR,0.05,TRUE,NA,NA,NA,NA,decreased,decreased,decreased,NA,decreased,Signature 2,Figure 2D and Dataset S4,21 October 2024,Martha KJ,"Martha KJ,Aleru Divine,WikiWorks",Barplot of the differential abundance of micro species between LTRIs and Non-LTRIs plotted by R,decreased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Bowdeniella|s__Bowdeniella nasicola,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium dentalis,k__Bacillati|p__Bacillota|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__Filifactor|s__Filifactor alocis,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas gingivalis,k__Pseudomonadati|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema denticola,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia hofstadii",1783272|201174|1760|2037|2049|2767322|208480;1783272|201174|1760|85007|1653|1716|2014528;1783272|1239|186801|3082720|3118655|44259|143361;3379134|976|200643|171549|171551|836|837;3379134|203691|203692|136|2845253|157|158;3384189|32066|203490|203491|1129771|32067|157688,Complete,Folakunmi
bsdb:39282716/2/1,39282716,case-control,39282716,10.1002/ppul.27253,NA,"Yang X, Jiao W, Zeng X, Yu J, Xiao J, Jiang T, Tang H, Bi J, Chen Y, Li X, Chen W, Chen Y, Shen A , Sun L",Assessment of lower respiratory tract microbiota associated with pulmonary tuberculosis in children,Pediatric pulmonology,2024,"child, lower respiratory tract, respiratory microbiota, tuberculosis",Experiment 2,China,Homo sapiens,Sputum,NA,NA,NA,clinical diagnosis (negative),bacteriologically confirmed TB (positive),children with active pulmonary TB (bacteriologically confirmed or clinically diagnosed),34,51,3 months,16S,NA,Illumina,NA,LEfSe,0.05,NA,2,NA,NA,NA,unchanged,NA,unchanged,NA,NA,Signature 1,Figure 3D,28 July 2025,Nuerteye,Nuerteye,"Association of respiratory microbiota with bacteriologically confirmed TB. (D) Identification of species with significant differences in abundance between the two groups
using LEfSe (LDA effect size) analysis.",increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus",1783272|1239|91061|1385|186822;1783272|1239|91061|1385|186822|44249,Complete,NA
bsdb:39282716/2/2,39282716,case-control,39282716,10.1002/ppul.27253,NA,"Yang X, Jiao W, Zeng X, Yu J, Xiao J, Jiang T, Tang H, Bi J, Chen Y, Li X, Chen W, Chen Y, Shen A , Sun L",Assessment of lower respiratory tract microbiota associated with pulmonary tuberculosis in children,Pediatric pulmonology,2024,"child, lower respiratory tract, respiratory microbiota, tuberculosis",Experiment 2,China,Homo sapiens,Sputum,NA,NA,NA,clinical diagnosis (negative),bacteriologically confirmed TB (positive),children with active pulmonary TB (bacteriologically confirmed or clinically diagnosed),34,51,3 months,16S,NA,Illumina,NA,LEfSe,0.05,NA,2,NA,NA,NA,unchanged,NA,unchanged,NA,NA,Signature 2,Figure 3D,28 July 2025,Nuerteye,Nuerteye,Association of respiratory microbiota with bacteriologically confirmed TB. (D) Identification of species with significant differences in abundance between the two groups using LEfSe (LDA effect size) analysis.,decreased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Coprococcus,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium coprostanoligenes,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter,k__Bacillati|p__Bacillota|c__Clostridia|o__Christensenellales,k__Bacillati|p__Bacillota|c__Clostridia|o__Christensenellales|f__Christensenellaceae|s__Christensenellaceae bacterium,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Subdoligranulum,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella",1783272|1239|186801|3085636|186803|207244;1783272|1239|186801|3085636|186803|33042;3379134|1224|1236|91347|543|1940338;1783272|1239|186801|3085636|186803|189330;1783272|1239|186801|186802|216572|1263;1783272|201174|84998|84999|84107|102106;1783272|201174|84998|84999|84107;1783272|1239|186801|186802|186806|1730|290054;1783272|1239|186801|3085636|186803|1766253;1783272|1239|186801|3082768;1783272|1239|186801|3082768|990719|2054177;1783272|1239|186801|186802|216572|292632;1783272|201174|1760|85004|31953|1678|1680;1783272|1239|91061|186826|186828;1783272|1239|91061|186826|186828|117563,Complete,NA
bsdb:39293692/1/1,39293692,laboratory experiment,39293692,https://doi.org/10.1016/j.bbi.2024.09.020,https://pubmed.ncbi.nlm.nih.gov/39293692/,"Masson B.A., Kiridena P., Lu D., Kleeman E.A., Reisinger S.N., Qin W., Davies W.J., Muralitharan R.R., Jama H.A., Antonacci S., Marques F.Z., Gubert C. , Hannan A.J.",Depletion of the paternal gut microbiome alters sperm small RNAs and impacts offspring physiology and behavior in mice,"Brain, behavior, and immunity",2024,"Antibiotics, Anxiety, Behavior, Depression, Dysbiosis, Gut microbiota, Microbiome, Noncoding RNAs, Paternal epigenetic inheritance",Experiment 1,Australia,Mus musculus,Feces,UBERON:0001988,Response to antibiotic,GO:0046677,Male Mice that received drinking water without any antibiotics.,Male Mice that were administered a cocktail of non-absorbable antibiotics to deplete their gut microbiota,"This group was defined by the condition where the male mice were exposed to antibiotics, leading to significant depletion of their gut microbiota. This was intended to assess the impact of gut microbiome depletion on their offspring",NA,NA,NA,16S,4,Illumina,relative abundances,MaAsLin2,0.05,TRUE,NA,NA,sex,NA,decreased,NA,NA,NA,NA,Signature 1,Table 1,7 October 2024,Wendy640,"Wendy640,Shulamite,WikiWorks","Taxas significantly higher in the control group compared to antibiotic treated
males after adjusting for cohort effects.",increased,NA,NA,Complete,Svetlana up
bsdb:39300532/1/1,39300532,laboratory experiment,39300532,10.1186/s40168-024-01896-9,NA,"Zhang S, Nie Q, Sun Y, Zuo S, Chen C, Li S, Yang J, Hu J, Zhou X, Yu Y, Huang P, Lian L, Xie M , Nie S",Bacteroides uniformis degrades β-glucan to promote Lactobacillus johnsonii improving indole-3-lactic acid levels in alleviating colitis,Microbiome,2024,"Bacteroides uniformis, Lactobacillus johnsonii, β-glucan, Aryl hydrocarbon receptor, Cross-feeding, Indole-3-lactic acid, Inflammatory bowel disease, Nicotinamide",Experiment 1,China,Mus musculus,Feces,UBERON:0001988,Colitis,EFO:0003872,DSS group,BG + DSS group,Mice treated with β-glucan (BG) alongside dextran sulfate sodium (DSS) to study the potential therapeutic effects of BG on DSS-induced colitis.,6,6,NA,16S,4,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,unchanged,unchanged,NA,NA,NA,Signature 1,figure 2d,25 October 2024,Appleeyes,"Appleeyes,WikiWorks",Comparison of relative abundance of bacteria between DSS and BG + DSS group was calculated by linear discriminant analysis effect size (LEfSe). Taxa meeting an LDA score threshold > 2.0 is shown.,increased,"k__Bacillati|p__Bacillota|c__Bacilli,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae",1783272|1239|91061;3379134|976|200643|171549|815|816|820;1783272|1239|91061|186826|33958;1783272|1239|91061|186826;1783272|1239|91061|186826|33958|1578;3379134|976|200643|171549|171551,Complete,Svetlana up
bsdb:39300532/1/2,39300532,laboratory experiment,39300532,10.1186/s40168-024-01896-9,NA,"Zhang S, Nie Q, Sun Y, Zuo S, Chen C, Li S, Yang J, Hu J, Zhou X, Yu Y, Huang P, Lian L, Xie M , Nie S",Bacteroides uniformis degrades β-glucan to promote Lactobacillus johnsonii improving indole-3-lactic acid levels in alleviating colitis,Microbiome,2024,"Bacteroides uniformis, Lactobacillus johnsonii, β-glucan, Aryl hydrocarbon receptor, Cross-feeding, Indole-3-lactic acid, Inflammatory bowel disease, Nicotinamide",Experiment 1,China,Mus musculus,Feces,UBERON:0001988,Colitis,EFO:0003872,DSS group,BG + DSS group,Mice treated with β-glucan (BG) alongside dextran sulfate sodium (DSS) to study the potential therapeutic effects of BG on DSS-induced colitis.,6,6,NA,16S,4,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,unchanged,unchanged,NA,NA,NA,Signature 2,figure 2d,25 October 2024,Appleeyes,"Appleeyes,WikiWorks",Comparison of relative abundance of bacteria between DSS and BG + DSS group was calculated by linear discriminant analysis effect size (LEfSe). Taxa meeting an LDA score threshold > 2.0 is shown.,decreased,"k__Bacillati|p__Bacillota|c__Clostridia,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales,k__Bacillati|p__Actinomycetota|c__Coriobacteriia,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Actinomycetota",1783272|1239|186801;1783272|201174|84998|84999|84107;1783272|201174|84998|84999;1783272|201174|84998;1783272|1239|186801|3085636|186803;1783272|201174,Complete,Svetlana up
bsdb:39300532/2/1,39300532,laboratory experiment,39300532,10.1186/s40168-024-01896-9,NA,"Zhang S, Nie Q, Sun Y, Zuo S, Chen C, Li S, Yang J, Hu J, Zhou X, Yu Y, Huang P, Lian L, Xie M , Nie S",Bacteroides uniformis degrades β-glucan to promote Lactobacillus johnsonii improving indole-3-lactic acid levels in alleviating colitis,Microbiome,2024,"Bacteroides uniformis, Lactobacillus johnsonii, β-glucan, Aryl hydrocarbon receptor, Cross-feeding, Indole-3-lactic acid, Inflammatory bowel disease, Nicotinamide",Experiment 2,China,Mus musculus,Feces,UBERON:0001988,Colitis,EFO:0003872,0-h fermented samples,24-h fermented samples,Samples taken 24 hours after the intervention has been administered.,3,3,NA,16S,4,Illumina,relative abundances,LEfSe,0.05,TRUE,2,NA,NA,NA,NA,NA,NA,NA,NA,Signature 1,figure 2i,25 October 2024,Appleeyes,"Appleeyes,WikiWorks",Comparison of relative abundance of bacteria between 0 and 24 h in the fermented sample by LEfSe.,increased,"k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum,k__Bacillati|p__Bacillota|c__Bacilli,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis",1783272|1239|526524|526525|128827|174708;1783272|1239|91061;3379134|976|200643|171549|815|816;3379134|976|200643|171549|815|816|820;1783272|201174|1760|85004|31953;1783272|201174|1760|85004|31953|1678;1783272|201174|1760|85004|31953|1678|1694;1783272|1239|91061|186826|33958;1783272|1239|91061|186826;1783272|1239|91061|186826|33958|1578;3379134|976|200643|171549|2005525|375288;3379134|976|200643|171549|2005525|375288|823,Complete,Svetlana up
