# BugSigDB 2021-08-22, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
Study	Study design	PMID	DOI	URL	Authors	Title	Journal	Year	Experiment	Location of subjects	Host species	Body site	Condition	Group 0 name	Group 1 name	Group 1 definition	Group 0 sample size	Group 1 sample size	Antibiotics exclusion	Sequencing type	16s variable region	Sequencing platform	Statistical test	Significance threshold	MHT correction	LDA Score above	Matched on	Confounders controlled for	Pielou	Shannon	Chao1	Simpson	Inverse Simpson	Richness	Signature page name	Source	Curated date	Curator	Revision editor	Description	Abundance in Group 1	MetaPhlAn taxon names	NCBI Taxonomy IDs
Study 271	case-control	31289031	10.1182/bloodadvances.2019032276	NA	Pianko MJ,Devlin SM,Littmann ER,Chansakul A,Mastey D,Salcedo M,Fontana E,Ling L,Tavitian E,Slingerland JB,Slingerland AE,Clurman A,Gomes ALC,Taur Y,Pamer EG,Peled JU,van den Brink MRM,Landgren O,Lesokhin AM	Minimal residual disease negativity in multiple myeloma is associated with intestinal microbiota composition	Blood advances	2019	Experiment 4	United States of America	Homo sapiens	feces	acute lymphoblastic leukemia	female	males	Patients with multiple myeloma (MM) who achieve minimal residual disease (MRD) negativity (MRD-) after upfront treatment	18	16	NA	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	2	NA	NA	NA	NA	NA	NA	NA	increased	Signature 1	Figure 1c	16 May 2020	William Lam	WikiWorks743	Forest plots showing effect of covariates on relative abundance of E hallii and F prausnitzii	increased		
Study 271	case-control	31289031	10.1182/bloodadvances.2019032276	NA	Pianko MJ,Devlin SM,Littmann ER,Chansakul A,Mastey D,Salcedo M,Fontana E,Ling L,Tavitian E,Slingerland JB,Slingerland AE,Clurman A,Gomes ALC,Taur Y,Pamer EG,Peled JU,van den Brink MRM,Landgren O,Lesokhin AM	Minimal residual disease negativity in multiple myeloma is associated with intestinal microbiota composition	Blood advances	2019	Experiment 5	United States of America	Homo sapiens	feces	acute lymphoblastic leukemia	Minimal Residual Disease- (positivity) with Allogenic Stem Cell Transplant	Minimal Residual Disease- (negativity) with Allogenic Stem Cell Transplant	Patients with multiple myeloma (MM) who achieve minimal residual disease (MRD) negativity (MRD-) after upfront treatment	18	16	NA	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	2	NA	NA	NA	NA	NA	NA	NA	increased	Signature 1	Figure 1c	16 May 2020	William Lam	WikiWorks743	Forest plots showing effect of covariates on relative abundance of E hallii and F prausnitzii	increased		
Study 271	case-control	31289031	10.1182/bloodadvances.2019032276	NA	Pianko MJ,Devlin SM,Littmann ER,Chansakul A,Mastey D,Salcedo M,Fontana E,Ling L,Tavitian E,Slingerland JB,Slingerland AE,Clurman A,Gomes ALC,Taur Y,Pamer EG,Peled JU,van den Brink MRM,Landgren O,Lesokhin AM	Minimal residual disease negativity in multiple myeloma is associated with intestinal microbiota composition	Blood advances	2019	Experiment 6	United States of America	Homo sapiens	feces	acute lymphoblastic leukemia	Age greater than 65 years old	Age less than 65 years old	Patients with multiple myeloma (MM) who achieve minimal residual disease (MRD) negativity (MRD-) after upfront treatment	18	16	NA	16S	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	2	NA	NA	NA	NA	NA	NA	NA	increased	Signature 1	Figure 1c	16 May 2020	William Lam	WikiWorks743	Forest plots showing effect of covariates on relative abundance of E hallii and F prausnitzii	increased		
Study 272	case-control	30153231	10.1097/INF.0000000000002174	NA	Kelly MS,Surette MG,Smieja M,Rossi L,Luinstra K,Steenhoff AP,Goldfarb DM,Pernica JM,Arscott-Mills T,Boiditswe S,Mazhani T,Rawls JF,Cunningham CK,Shah SS,Feemster KA,Seed PC	Pneumococcal Colonization and the Nasopharyngeal Microbiota of Children in Botswana	The Pediatric infectious disease journal	2018	Experiment 1	Botswana	Homo sapiens	nasopharynx	pneumonia	negative	S.pneumoniae positive	clinical pneumonnia	74	96	NA	16S	NA	Illumina	Logistic Regression	0.05	FALSE	NA	NA	age	NA	unchanged	unchanged	NA	NA	unchanged	Signature 1	Figure 3	13 May 2020	Fatima Zohra	WikiWorks743	Relative abundance of highly abundant genera by S. pneumoniae colonization	increased		
Study 272	case-control	30153231	10.1097/INF.0000000000002174	NA	Kelly MS,Surette MG,Smieja M,Rossi L,Luinstra K,Steenhoff AP,Goldfarb DM,Pernica JM,Arscott-Mills T,Boiditswe S,Mazhani T,Rawls JF,Cunningham CK,Shah SS,Feemster KA,Seed PC	Pneumococcal Colonization and the Nasopharyngeal Microbiota of Children in Botswana	The Pediatric infectious disease journal	2018	Experiment 1	Botswana	Homo sapiens	nasopharynx	pneumonia	negative	S.pneumoniae positive	clinical pneumonnia	74	96	NA	16S	NA	Illumina	Logistic Regression	0.05	FALSE	NA	NA	age	NA	unchanged	unchanged	NA	NA	unchanged	Signature 2	Figure 3	13 May 2020	Fatima Zohra	WikiWorks743	Relative abundance of highly abundant genera by S. pneumoniae colonization	decreased		
Study 273	case-control	30838178	10.3389/fcimb.2019.00028	NA	Nearing JT,Connors J,Whitehouse S,Van Limbergen J,Macdonald T,Kulkarni K,Langille MGI	Infectious Complications Are Associated With Alterations in the Gut Microbiome in Pediatric Patients With Acute Lymphoblastic Leukemia	Frontiers in cellular and infection microbiology	2019	Experiment 1	Canada	Homo sapiens	feces	acute lymphoblastic leukemia	non-infectious complications (NIC)	Infectious complications (IC)	Infectious complications (IC) in the past 6 months of Acute Lymphoblastic Leukemia treatment	7	9	Prophylactic Septra which was prescribed ubiquitously to patients throughout the study, as per standard of care.	WMS	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	decreased	Signature 1	Figure 3a	17 May 2020	William Lam	WikiWorks743	Six species were found to be significantly different in relative abundance between samples from not immune compromised and immune compromised patients: Fecalibacterium prausnitzii	increased		
Study 273	case-control	30838178	10.3389/fcimb.2019.00028	NA	Nearing JT,Connors J,Whitehouse S,Van Limbergen J,Macdonald T,Kulkarni K,Langille MGI	Infectious Complications Are Associated With Alterations in the Gut Microbiome in Pediatric Patients With Acute Lymphoblastic Leukemia	Frontiers in cellular and infection microbiology	2019	Experiment 1	Canada	Homo sapiens	feces	acute lymphoblastic leukemia	non-infectious complications (NIC)	Infectious complications (IC)	Infectious complications (IC) in the past 6 months of Acute Lymphoblastic Leukemia treatment	7	9	Prophylactic Septra which was prescribed ubiquitously to patients throughout the study, as per standard of care.	WMS	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	decreased	Signature 2	Figure 3a	17 May 2020	William Lam	WikiWorks743	Six species were found to be significantly different in relative abundance between samples from not immune compromised and immune compromised patients: Fecalibacterium prausnitzii	decreased		
Study 273	case-control	30838178	10.3389/fcimb.2019.00028	NA	Nearing JT,Connors J,Whitehouse S,Van Limbergen J,Macdonald T,Kulkarni K,Langille MGI	Infectious Complications Are Associated With Alterations in the Gut Microbiome in Pediatric Patients With Acute Lymphoblastic Leukemia	Frontiers in cellular and infection microbiology	2019	Experiment 2	Canada	Homo sapiens	feces	acute lymphoblastic leukemia	non-infectious complications (NIC)	Infectious complications (IC)	Infectious complications (IC) in the past 6 months of Acute Lymphoblastic Leukemia treatment	7	9	Prophylactic Septra which was prescribed ubiquitously to patients throughout the study, as per standard of care.	WMS	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	unchanged	Signature 1	Figure 3b	17 May 2020	William Lam	WikiWorks743	Six species were found to be significantly different in relative abundance between samples from not immune compromised and immune compromised patients: Brevundimonas diminuta	decreased		
Study 273	case-control	30838178	10.3389/fcimb.2019.00028	NA	Nearing JT,Connors J,Whitehouse S,Van Limbergen J,Macdonald T,Kulkarni K,Langille MGI	Infectious Complications Are Associated With Alterations in the Gut Microbiome in Pediatric Patients With Acute Lymphoblastic Leukemia	Frontiers in cellular and infection microbiology	2019	Experiment 2	Canada	Homo sapiens	feces	acute lymphoblastic leukemia	non-infectious complications (NIC)	Infectious complications (IC)	Infectious complications (IC) in the past 6 months of Acute Lymphoblastic Leukemia treatment	7	9	Prophylactic Septra which was prescribed ubiquitously to patients throughout the study, as per standard of care.	WMS	NA	Illumina	Mann-Whitney (Wilcoxon)	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	unchanged	Signature 2	Figure 3c	17 May 2020	William Lam	WikiWorks743	Six species were found to be significantly different in relative abundance between samples from not immune compromised and immune compromised patients: Agrobacterium tumefaciens	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 1	United States of America	Homo sapiens	vagina	human papilloma virus infection	HPV-	HPV+	HPV+ determined by the Linear Array HPV Genotyping Tests	20	31	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 1	United States of America	Homo sapiens	vagina	human papilloma virus infection	HPV-	HPV+	HPV+ determined by the Linear Array HPV Genotyping Tests	20	31	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 2	United States of America	Homo sapiens	vagina	NA	HPV-	low grade dysplasia	low grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	12	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 2	United States of America	Homo sapiens	vagina	NA	HPV-	low grade dysplasia	low grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	12	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 3	United States of America	Homo sapiens	vagina	NA	HPV-	high grade dysplasia	high grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	27	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 3	United States of America	Homo sapiens	vagina	NA	HPV-	high grade dysplasia	high grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	27	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	7 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 4	United States of America	Homo sapiens	vagina	cervical cancer	HPV-	invasive cervical carcinoma	invasive cervical carcinoma confirmed by histology of colonoscopy-directed biopsy	20	10	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 4	United States of America	Homo sapiens	vagina	cervical cancer	HPV-	invasive cervical carcinoma	invasive cervical carcinoma confirmed by histology of colonoscopy-directed biopsy	20	10	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	17 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 5	United States of America	Homo sapiens	vagina	human papilloma virus infection	HPV-	HPV+	HPV+ determined by the Linear Array HPV Genotyping Tests	20	31	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control prior to adjusting	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 5	United States of America	Homo sapiens	vagina	human papilloma virus infection	HPV-	HPV+	HPV+ determined by the Linear Array HPV Genotyping Tests	20	31	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control after adjusting for age, BMI, and ethnicity	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 6	United States of America	Homo sapiens	vagina	NA	HPV-	low grade dysplasia	low grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	12	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control after adjusting for age, BMI, and ethnicity	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 6	United States of America	Homo sapiens	vagina	NA	HPV-	low grade dysplasia	low grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	12	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control after adjusting for age, BMI, and ethnicity	decreased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 7	United States of America	Homo sapiens	vagina	NA	HPV-	high grade dysplasia	high grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	27	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 1	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control after adjusting for age, BMI, and ethnicity	increased		
Study 274	cross-sectional observational, not case-control	29765068	10.1038/s41598-018-25879-7	NA	Łaniewski P,Barnes D,Goulder A,Cui H,Roe DJ,Chase DM,Herbst-Kralovetz MM	Linking cervicovaginal immune signatures, HPV and microbiota composition in cervical carcinogenesis in non-Hispanic and Hispanic women	Scientific reports	2018	Experiment 7	United States of America	Homo sapiens	vagina	NA	HPV-	high grade dysplasia	high grade dysplasia confirmed by histology of colonoscopy-directed biopsy	20	27	3 months	16S	NA	Illumina	DESeq2	0.05	TRUE	NA	NA	age,body mass index,ethnic group	NA	NA	NA	NA	NA	NA	Signature 2	Figure 4	18 May 2020	Cynthia Anderson	WikiWorks743	Enrichment in bacterial taxa among the groups when compared to HPV-negative control after adjusting for age, BMI, and ethnicity	decreased		
